https://www.bekasikota.go.id/detail/dishub-kota-bekasi-resmi-miliki-ruang-atcs-dan-gedung-baru-pengujian-kendaraan-bermotor	bekasi_ruang_atcs_2023
https://smartcity.tangerangkota.go.id/dimensi/kategori/detail/inovasi-dishub-kota-tangerang-optimalkan-atcs-sukses-atasi-kemacetan-di-kota-tangerang	tangerang_smartcity_atcs
https://www.detakbanten.com/today/33-simpang-di-kota-tangerang-akan-dipasang-atcs	tangerang_33_simpang
https://dishub.bogorkab.go.id/layanan/intelligent-transportation-system-its-area-traffic-control-system-atcs	bogorkab_layanan_its_atcs
https://dishub.bogorkab.go.id/rapat-sinkronisasi-pengoperasian-atcs-di-wilayah-jabodetabek/	bogorkab_rapat_sinkronisasi_jabodetabek_2022
https://bogoronline.com/2025/02/publikasi-kinerja-dishub-kabupaten-bogor-2025/	bogorkab_kinerja_2025
https://kemenhub.go.id/post/read/atcs-prioritaskan-perjalanan-angkutan-massal-perkotaan-60768	kemenhub_atcs_prioritas_angkutan_massal
https://pasjabar.com/2023/01/22/atcs-akan-dikembangkan-menjadi-atms-apa-itu/	bandung_atcs_ke_atms_2023
https://buanaindonesia.co.id/sumsel/43110-2/	palembang_15_simpang_atcs
https://sonorapalembang.com/dishub-kota-palembang-melakukan-penerapan-area-traffic-control-system-atcs-di-15-titik-wilayah-kota-palembang/	palembang_sonora_15_titik
https://sumsel.idntimes.com/news/sumatera-selatan/anggaran-dishub-palembang-pasang-13-titik-cctv-senilai-rp15-miliar-00-dvg48-w7965k	palembang_idntimes_cctv_rp15m
https://sumatra.bisnis.com/read/20240507/533/1763631/pemko-batam-terima-hibah-atcs-dari-kemenhub-senilai-rp172-miliar	batam_hibah_atcs_2024
https://koranmakassar.com/kota-makassar-resmi-operasikan-4-unit-atcs-dari-kemenhub-ri/	makassar_4_unit_atcs_kemenhub
https://infopublik.id/kategori/nusantara/680817/index.html	bukittinggi_hibah_atcs
https://www.javis.co.id/id/about/us/	vendor_javis_about
https://katalog.inaproc.id/javis-teknologi-albarokah	vendor_javis_inaproc
https://qumicon.indonetwork.co.id/product/jual-atcs-area-traffic-control-system--6950553	vendor_qumicon_atcs
https://qumicon.co.id/	vendor_qumicon_home
https://ekonomi.bisnis.com/read/20250507/257/1875038/prabowo-revisi-aturan-tkdn-untuk-belanja-pemerintahbumn-jadi-minimal-25	tkdn_perpres46_2025_bisnis
https://jdih.lkpp.go.id/regulation/peraturan-presiden/peraturan-presiden-nomor-46-tahun-2025	tkdn_perpres46_2025_lkpp
https://berita.depok.go.id/dishub-kota-depok-sukses-realisasikan-berbagai-program-transportasi-dan-infrastruktur-di-tahun-2024	depok_dishub_program_2024
https://sumutpos.co/metropolis/11/02/2020/tahun-ini-dishub-medan-terapkan-its/	medan_its_2020
https://jurnal.goretanpena.com/index.php/JSSR/article/view/1183	medan_jurnal_implementasi_atcs
https://en.tempo.co/read/2027683/12-most-congested-cities-in-the-world	tomtom2024_tempo_12_cities
https://www.tangerangnews.com/kabupaten-tangerang/read/29012/2020-Dishub-Kabupaten-Tangerang-Pasang-23-ATCS	tangerangkab_23_atcs_2020
https://www.nusabali.com/berita/43456/penambahan-atcs-terganjal-anggaran	badung_atcs_terganjal_anggaran
https://data.bandung.go.id/atcs	bandung_opendata_atcs
https://iptek.its.ac.id/index.php/jps/article/view/3346	surabaya_roadmap_its_paper
https://www.suarasurabaya.net/kelanakota/2024/dishub-surabaya-diminta-tambah-sensor-pengaturan-durasi-lampu-merah-untuk-kurangi-antrean/	surabaya_sits_136_simpang_8_atcs_2024
https://ejournal.unesa.ac.id/index.php/publika/article/download/46856/39322	surabaya_unesa_efektivitas_sits
https://surabaya.suaramerdeka.com/surabaya/106117103390/pemkot-surabaya-bangun-konsep-smart-city-melalui-integrasi-layanan-digital-sits	surabaya_smartcity_sits
https://rejabar.republika.co.id/berita/teh6bg282/20-cctv-atcs-kota-bandung-mati-total-dirusak-massa-aksi-berpakaian-hitam	bandung_20_cctv_atcs_rusak_2026
https://www.antaranews.com/berita/4094724/batam-terima-hibah-sistem-pengendalian-lalu-lintas-rp172-miliar	batam_antara_hibah_2024
https://news.detik.com/berita-jawa-barat/d-5922259/50-titik-ruas-jalan-persimpangan-di-bandung-barat-kini-diawasi-atcs	bandungbarat_50_titik_atcs
https://jabar.tribunnews.com/2022/01/31/pantau-kondisi-lalu-lintas-di-bandung-barat-dishub-kbb-habiskan-duit-rp-19-miliar-untuk-atcs	bandungbarat_rp19m_atcs
https://cianjurekspres.disway.id/metropolis/read/19926/atcs-sempat-tak-bisa-diakses-ini-kata-dishub-cianjur	cianjur_atcs_tak_bisa_diakses_2025
https://www.antaranews.com/berita/4046904/pemkab-bogor-pakai-teknologi-atcs-untuk-pastikan-aktivitas-mudik-aman	bogorkab_antara_atcs_mudik_2024
https://www.cnbcindonesia.com/news/20250507141528-4-631744/prabowo-teken-aturan-baru-tkdn-begini-syarat-belanja-pemerintah-bumn	tkdn_perpres46_cnbc
https://timikaexpress.id/dishub-mimika-usulkan-atcs-tahun-2024/	mimika_usulkan_atcs_2024
